Temperature,Pressure,Humidity,Machine_Speed,Production_Time,Shift,Operator_Experience_Years,Material_Type,Defect
96.93,24.26,35.66,1250,2,Evening,4,Steel,1
84.56,39.19,45.28,1213,9,Night,4,Plastic,0
74.43,38.03,48.32,830,10,Evening,4,Aluminum,0
66.1,25.62,34.44,1359,9,Night,2,Plastic,0
69.36,30.36,52.59,890,9,Day,12,Aluminum,0
69.07,38.55,36.82,1317,9,Night,1,Plastic,1
81.55,36.16,29.89,1245,1,Day,13,Aluminum,0
77.57,28.32,45.76,1084,8,Night,0,Plastic,1
61.76,34.07,44.18,1192,8,Night,10,Aluminum,0
70.64,44.99,44.99,1395,4,Day,2,Steel,0
83.78,30.53,37.35,938,10,Day,8,Aluminum,0
78.52,26.84,38.75,1586,1,Day,6,Aluminum,1
80.69,30.86,56.28,1129,1,Evening,1,Aluminum,1
78.83,31.23,49.41,932,1,Day,10,Plastic,0
91.26,27.38,35.43,1414,3,Night,7,Steel,1
77.36,32.21,25.49,1125,10,Evening,10,Plastic,0
71.14,23.73,35.86,1406,3,Evening,12,Steel,1
65.84,26.67,46.57,1329,4,Evening,13,Plastic,0
77.5,33.79,38.68,820,11,Evening,7,Aluminum,0
50.59,21.23,37.9,1278,2,Day,6,Aluminum,0
73.16,34.52,39.11,1257,11,Night,11,Plastic,0
72.94,19.94,44.27,1317,11,Night,10,Aluminum,0
61.36,21.34,52.85,1335,9,Evening,5,Plastic,0
65.72,27.51,45,1024,10,Evening,14,Plastic,0
83.1,31.43,45.62,1371,9,Day,1,Steel,1
77.31,36.63,42.75,1595,10,Night,14,Aluminum,1
76.02,30.29,40.01,1531,7,Day,3,Aluminum,1
78.06,28.77,53.94,1129,2,Evening,0,Aluminum,1
75.93,32.9,52.42,1590,3,Evening,6,Plastic,1
87.43,25.65,65.45,1357,8,Evening,14,Steel,1
76.23,30.7,51.11,1167,9,Night,10,Aluminum,0
60.42,24,40.02,941,4,Night,1,Plastic,1
91.3,30.41,35.95,1389,9,Evening,5,Aluminum,1
78.7,29.35,54.53,998,4,Night,8,Steel,0
69.11,25.98,36.85,1426,2,Evening,4,Plastic,1
62.47,30.83,53.1,835,7,Night,4,Plastic,0
78.96,30.79,37.4,1265,9,Night,3,Plastic,0
73.83,35.88,48.49,1371,2,Evening,0,Plastic,1
90.74,21.97,34.4,1237,8,Night,3,Steel,1
71.54,29.62,52.8,1556,6,Evening,8,Plastic,1
66.63,26.2,32.66,1390,9,Day,13,Plastic,0
83.96,34.35,47.73,990,5,Night,8,Plastic,0
84.25,33.77,43.02,896,1,Day,6,Steel,0
76.69,32.54,46.02,1303,5,Evening,12,Aluminum,0
81.76,26.48,41.04,1166,10,Evening,3,Aluminum,0
74.62,34.43,40.81,949,7,Night,12,Steel,0
77.34,22.35,46.55,842,11,Night,8,Steel,0
86.65,21.32,34.98,1096,7,Night,4,Plastic,1
81.25,23.62,34.92,1118,4,Evening,11,Steel,0
73.31,29.83,41.41,1017,10,Night,11,Aluminum,0
88.52,33.38,41.03,1518,6,Day,9,Aluminum,1
51.35,15.12,34.95,1287,6,Night,12,Aluminum,0
95.52,36.61,54.24,945,11,Evening,1,Steel,1
57.94,30.66,41.66,1127,10,Day,8,Steel,0
68.73,22.16,42.73,1058,10,Day,5,Plastic,0
74.59,30.5,31.72,1365,1,Night,4,Plastic,0
73.54,35.46,65.72,918,5,Evening,10,Plastic,1
85.06,33,69.27,1554,7,Evening,9,Plastic,1
64.42,35.5,37.2,941,5,Night,11,Plastic,0
77.61,23.17,57.26,1089,8,Evening,7,Steel,0
69.22,27.93,44.08,1438,1,Night,1,Aluminum,1
77.95,25.38,61.04,1024,9,Evening,4,Plastic,1
74.35,38.59,48.36,1028,2,Day,9,Plastic,0
75.93,33.2,46,1552,8,Night,7,Aluminum,1
69.5,44.24,20.01,1056,5,Evening,3,Aluminum,0
69.9,27.66,36.21,1044,10,Evening,9,Aluminum,0
77.87,26.38,45.21,975,7,Night,9,Aluminum,0
84.44,29.29,46.99,1154,11,Day,10,Steel,0
69.02,36.89,32.85,1321,11,Evening,8,Aluminum,0
66.31,28.17,37.71,1394,7,Night,6,Plastic,0
81.13,30.62,50.53,938,1,Day,11,Aluminum,0
74.67,30.48,31.17,918,8,Evening,6,Plastic,0
83.3,30.2,46.34,1438,3,Evening,8,Steel,1
65.94,26.74,57.38,1410,4,Evening,2,Plastic,1
57.21,29.31,48.85,1377,3,Night,14,Steel,0
69.67,29.1,48.35,1058,11,Night,13,Plastic,0
67.34,29.96,24.8,1454,2,Night,13,Steel,1
74.21,34.72,36.78,1370,7,Day,12,Aluminum,0
68.63,38.8,65.54,1555,10,Evening,12,Steel,1
82.41,25.8,39.01,991,5,Evening,2,Aluminum,0
72.12,28.04,57.64,929,7,Day,12,Steel,0
76.5,25.87,38.89,957,1,Day,12,Aluminum,0
76.58,30.94,42.22,1477,10,Night,9,Steel,1
76.95,27.31,50.16,1060,2,Evening,6,Plastic,0
74.76,31.2,46.01,1189,6,Day,1,Plastic,1
80.11,35.52,48.82,1444,6,Day,9,Plastic,1
67.04,17.37,36.82,1323,3,Day,13,Aluminum,0
88.99,32.46,33.64,931,10,Night,14,Plastic,1
72.63,27.7,36.14,1207,1,Night,14,Plastic,0
61.88,32.3,39.68,952,3,Evening,2,Steel,0
76.88,25.52,42.71,1081,4,Night,5,Plastic,0
66.49,35.98,55.37,1366,1,Evening,12,Aluminum,0
81.65,34.57,45.87,1567,7,Night,14,Aluminum,1
97.1,32.84,49.85,1437,3,Night,8,Steel,1
67.13,33.97,46.42,845,8,Night,13,Aluminum,0
78.32,26.27,33.85,1485,7,Day,3,Aluminum,1
57.44,26.9,45.17,1098,6,Night,14,Steel,0
79.54,33.76,46.31,820,8,Evening,4,Plastic,0
66.14,26.16,52.6,1566,9,Night,14,Steel,1
68.75,37.23,34.31,964,2,Day,5,Steel,0
63.99,28.38,24.6,1067,10,Day,2,Plastic,0
82.32,32.51,46.76,900,9,Evening,1,Steel,1
85.07,40.5,48.54,1460,10,Evening,3,Aluminum,1
75.23,26.47,43.21,1452,5,Day,5,Steel,1
66.36,30.34,45.28,1172,1,Night,3,Plastic,0
90.9,35.27,53.79,832,1,Evening,11,Plastic,1
67.5,34.76,40.41,1035,7,Evening,7,Steel,0
53.38,28.36,42.21,997,6,Night,8,Plastic,0
79.58,27.42,45.79,1306,10,Night,13,Steel,0
63.95,28.83,32.8,1546,9,Night,7,Aluminum,1
84.89,37.24,43.48,1131,1,Day,13,Aluminum,0
71.19,28.6,44.36,1244,10,Day,6,Plastic,0
81.04,30.39,61.37,1285,10,Night,1,Plastic,1
89.02,27.87,42.02,919,10,Evening,9,Steel,1
62.91,33.53,47,957,10,Evening,1,Aluminum,1
69.34,30.78,54.19,836,7,Day,9,Plastic,0
74.24,24.98,36.63,943,8,Day,4,Aluminum,0
90.38,25.16,58.76,1356,10,Evening,3,Steel,1
68.42,20.01,62.64,1510,4,Day,3,Aluminum,1
69.05,25.84,44.71,1549,1,Day,3,Steel,1
79.78,33.97,39.61,1440,11,Evening,6,Plastic,1
69.23,36.62,61.27,1492,11,Night,2,Plastic,1
76.53,33.43,52.96,827,3,Evening,1,Plastic,1
59.48,32.77,45.82,1378,2,Day,4,Plastic,0
97.14,29.37,59.27,1553,3,Night,12,Steel,1
61.52,33.87,58.21,1043,6,Night,5,Steel,0
71.78,31.43,41.64,1478,10,Evening,13,Plastic,1
74.68,39.02,47.49,1065,3,Night,7,Plastic,0
94.13,29.51,50.77,850,10,Night,10,Aluminum,1
61.75,36.72,45.29,908,4,Evening,14,Steel,0
94.84,34.37,31.09,1197,1,Night,14,Aluminum,1
82.57,33.68,35.62,1134,6,Night,2,Steel,0
79.17,19.94,31.42,933,2,Evening,13,Steel,0
65.15,34.65,49.93,1478,4,Evening,13,Plastic,1
80.71,29.36,33.16,879,5,Day,14,Plastic,0
67.77,27.78,46.92,1137,5,Day,3,Aluminum,0
87.67,22.59,63.32,1410,4,Evening,3,Plastic,1
65.29,29.97,59.28,1231,3,Day,3,Plastic,0
73.87,30.17,26.63,1464,4,Evening,6,Plastic,1
69.45,23.48,32.21,1280,3,Day,3,Steel,0
65.12,22.63,37.23,1088,3,Day,13,Plastic,0
82.41,32.43,33.31,1394,4,Night,6,Plastic,0
80.35,34.36,28.46,901,9,Day,3,Steel,0
87.09,30.95,44.89,1130,9,Night,13,Aluminum,1
57.2,35.75,52.05,1175,8,Day,14,Plastic,0
85.64,29.57,54.54,1030,4,Night,9,Plastic,1
100.05,29.73,40.26,1250,2,Day,7,Steel,1
70.48,25.41,42.28,1563,9,Day,4,Plastic,1
93.95,22.2,48.56,1120,6,Night,1,Plastic,1
72.37,39.27,43.92,1223,8,Night,12,Steel,0
61.28,35.66,53.11,824,4,Evening,8,Aluminum,0
71.94,23.04,49.3,1368,8,Evening,14,Steel,0
85.48,30.78,41.24,1215,6,Night,8,Plastic,1
66.62,29.5,26.43,1101,6,Day,14,Aluminum,0
69,28.63,59.99,899,6,Evening,0,Steel,1
80.94,27.95,38.14,1187,9,Evening,4,Plastic,0
75.03,31.91,48.58,918,1,Evening,2,Plastic,0
80.85,34.09,25.83,1462,1,Evening,9,Aluminum,1
77.38,32.01,44.89,1391,5,Evening,10,Aluminum,0
79.8,29.4,46,1130,1,Night,4,Plastic,0
70.68,29.21,46.49,1461,10,Evening,3,Aluminum,1
77.32,34.68,75.14,1158,9,Night,2,Plastic,1
65.73,32.32,38.69,925,4,Night,6,Aluminum,0
87.88,30.36,53.21,1088,2,Day,4,Steel,1
68.66,29.82,50.23,1352,3,Evening,0,Steel,1
86.29,31.73,38.21,1501,9,Evening,3,Aluminum,1
72.66,27.66,53.06,1239,11,Day,0,Aluminum,1
77.02,34.11,43.36,1374,8,Evening,14,Plastic,0
70.05,24.62,53.75,1516,3,Evening,2,Plastic,1
64.84,27.94,64.61,1140,8,Night,10,Plastic,1
57.55,33.06,46.51,1003,4,Night,9,Steel,0
64.45,24.34,42.19,978,6,Day,14,Steel,0
71.76,22.13,55.52,1145,4,Night,9,Steel,0
77.12,30.32,58.97,904,11,Evening,4,Aluminum,0
85.1,21.52,36.17,1112,5,Evening,5,Steel,1
70.54,23.51,40.47,885,10,Day,10,Aluminum,0
66.18,33.78,51.75,1240,9,Evening,0,Aluminum,1
60.57,28.98,43.68,1279,2,Day,9,Aluminum,0
79.8,36.43,35.46,1127,9,Evening,8,Steel,0
88.83,23.98,50.41,1050,3,Day,12,Steel,1
87.66,29.53,51.71,1281,5,Evening,13,Aluminum,1
82.1,32,41.66,803,7,Evening,8,Steel,0
81.39,24.15,45.61,983,2,Evening,0,Aluminum,1
91.98,35.16,39.23,1492,4,Evening,6,Aluminum,1
78.32,32.55,34.05,1099,1,Evening,3,Steel,0
81.46,21.95,40.03,1327,11,Day,12,Aluminum,0
71.79,29.81,45.74,1405,3,Day,13,Steel,1
61.38,31.93,30.25,1590,6,Night,1,Steel,1
68.16,27.05,40.76,955,2,Day,11,Aluminum,0
74.91,22.6,45.88,1233,8,Evening,10,Plastic,0
75.61,31.39,56.95,1156,7,Day,10,Steel,0
94.26,41.06,41.87,1327,3,Evening,1,Aluminum,1
75.81,28.07,32.54,840,1,Evening,5,Plastic,0
86.79,37.85,42.9,1448,10,Night,14,Plastic,1
70.65,26.24,39.33,1057,4,Day,5,Plastic,0
71.88,31.08,50.52,1165,4,Day,4,Aluminum,0
61.71,33.86,41.62,1354,11,Evening,2,Aluminum,0
67.58,29.96,17.89,865,5,Day,10,Plastic,0
80.27,28.51,81.92,1007,3,Day,6,Aluminum,1
75.08,33.63,46.42,1044,11,Day,2,Steel,0
84.43,39.46,45.89,1042,2,Evening,12,Plastic,0
76.81,31.5,29.59,1388,2,Day,10,Plastic,0
71.48,27.42,30.35,1530,8,Evening,6,Plastic,1
96.48,29.05,44.08,1180,7,Evening,1,Plastic,1
74.06,42.6,48.36,1022,1,Day,14,Aluminum,0
86.63,30.67,52.02,820,9,Night,7,Plastic,1
70.99,27.03,47.37,946,3,Evening,1,Plastic,1
82.1,24.27,33.14,1167,3,Day,1,Plastic,1
84.28,20.87,19.96,1112,1,Night,3,Plastic,0
77.08,31.82,44,1388,11,Evening,9,Steel,0
51.46,33.27,39.66,1115,4,Night,0,Plastic,1
75.18,28.02,32.37,1202,10,Day,10,Aluminum,0
87.3,29.93,53.28,1247,11,Night,6,Steel,1
80.27,24.15,29.24,1346,2,Night,1,Steel,1
79.46,30.66,51.17,925,3,Evening,14,Plastic,0
57.78,32.41,30.9,1295,11,Evening,13,Aluminum,0
67.8,27.32,46.34,1543,1,Day,14,Steel,1
79.11,38.45,54.34,1398,3,Evening,13,Steel,0
79.1,25.81,41.62,1499,4,Night,5,Aluminum,1
87.15,31.42,61.9,844,6,Night,13,Steel,1
73.55,34.24,64.18,1130,3,Day,4,Plastic,1
79.06,29.61,47.37,871,11,Evening,13,Steel,0
75.16,29.06,50.41,1527,6,Evening,4,Plastic,1
65.13,22.86,55.61,897,2,Day,12,Aluminum,0
52.44,36.79,50.44,1070,11,Evening,3,Aluminum,0
79.31,29.15,49.37,1206,8,Night,13,Steel,0
76.74,32.69,39.76,1243,5,Day,4,Aluminum,0
68.82,33.36,28.13,890,1,Evening,11,Plastic,0
58.81,26.86,31.1,1453,6,Night,10,Plastic,1
81.3,29.01,68.82,916,3,Day,8,Plastic,1
72.34,36.67,48.22,1313,4,Night,12,Steel,0
80.57,24.41,42.54,842,10,Night,12,Plastic,0
93.64,40.64,57.63,870,8,Evening,11,Plastic,1
53.59,26.28,37.51,943,8,Night,11,Aluminum,0
68,24.1,50.83,1141,11,Evening,0,Steel,1
72.91,30.66,45.77,1557,8,Night,1,Aluminum,1
89.55,41.04,49.6,1595,5,Evening,11,Plastic,1
58.64,20.45,41.64,1525,1,Evening,14,Plastic,1
94.36,29.29,35.35,906,9,Day,6,Aluminum,1
76.36,32.38,36.77,1185,11,Evening,8,Aluminum,0
74.04,30.17,37.16,1255,9,Night,2,Aluminum,0
73.02,31.91,44.97,1574,8,Day,5,Plastic,1
70.64,26.41,29.44,1093,11,Day,12,Aluminum,0
85.48,27,32.53,975,3,Night,4,Steel,1
64.31,29.26,46.36,906,6,Night,8,Steel,0
78.45,24.35,43.72,885,7,Day,14,Aluminum,0
71.16,29.78,46.9,1309,4,Day,8,Steel,0
67.38,28.06,44.55,1026,10,Evening,12,Steel,0
100.86,27.65,70.19,1393,7,Day,14,Steel,1
79.19,31.6,46.27,1128,9,Night,11,Aluminum,0
81.13,20.9,41.21,1040,6,Day,9,Steel,0
86.38,28.85,46.01,801,2,Night,2,Steel,1
60.79,41.59,55.2,1050,6,Night,9,Plastic,0
92.52,24.57,44.5,841,3,Evening,9,Aluminum,1
49.91,36.43,51.85,1225,7,Evening,1,Plastic,1
67.31,30.27,48.96,880,3,Evening,12,Plastic,0
70.41,26.99,42.1,1287,8,Night,9,Aluminum,0
80.82,23.4,46.11,1061,11,Night,3,Steel,0
77.19,30.7,60.99,1194,11,Night,11,Plastic,1
73.33,37.27,47.43,1508,5,Evening,11,Steel,1
74.88,28.05,35.14,1047,3,Day,8,Steel,0
65.22,29.6,41.8,1129,1,Day,2,Steel,0
60.03,35.05,23.86,1347,5,Evening,3,Aluminum,0
82.27,31.7,46.37,1414,10,Evening,1,Plastic,1
81.94,22.14,58.12,897,10,Night,0,Plastic,1
90.84,30.49,31.59,944,11,Night,4,Aluminum,1
67.1,37.56,46.5,1593,3,Night,3,Steel,1
81.93,29.82,54.85,926,4,Day,9,Steel,0
72.16,16.29,55.91,1103,10,Day,1,Steel,1
86.9,31.94,57.8,1594,4,Evening,5,Aluminum,1
85.22,29.01,26.32,1378,3,Evening,4,Plastic,1
77.11,20.85,50.05,1178,6,Night,0,Plastic,1
71.6,21.6,29.94,946,6,Day,9,Aluminum,0
84.61,34.88,35.02,880,1,Day,2,Plastic,0
81.47,26.34,53.21,1564,4,Evening,3,Plastic,1
68.16,25.46,46.58,1041,1,Day,0,Aluminum,1
61.72,29.82,52.26,1376,7,Night,11,Plastic,0
72.11,26.78,35.71,1382,7,Day,11,Steel,0
90.15,30.5,59.74,1347,6,Night,12,Steel,1
86.46,28.99,51.88,866,11,Night,10,Aluminum,1
63.88,24,53.89,1394,2,Night,7,Steel,0
63.32,27.44,34.2,1481,4,Night,2,Steel,1
87.75,32.21,56.71,1274,3,Day,14,Steel,1
63.64,30.21,41.84,1378,11,Day,4,Plastic,0
80.09,29.59,38.89,1409,8,Night,11,Plastic,1
68.84,39.69,51.25,1232,2,Evening,2,Steel,0
91.17,33.66,50.83,1561,10,Evening,3,Steel,1
67.3,34.26,36.53,1101,2,Night,14,Aluminum,0
86.43,29.17,65.56,1519,1,Night,8,Steel,1
76.85,31.1,63.14,1174,9,Evening,12,Aluminum,1
77.52,27.84,51.05,1374,3,Day,12,Steel,0
55.3,33.89,49.3,877,8,Day,2,Plastic,0
52.97,29.45,48.3,829,7,Evening,7,Aluminum,0
72.79,31.11,29.5,1151,1,Night,5,Steel,0
77.47,30.8,46.13,1562,11,Night,5,Aluminum,1
63.75,29.91,46,914,6,Day,0,Steel,1
64.11,44.69,39.24,1131,8,Day,11,Plastic,0
80.61,26.67,41.91,1304,6,Night,10,Aluminum,0
80.63,26.62,21.19,1530,9,Day,6,Aluminum,1
73.62,33.47,34.03,953,10,Evening,14,Plastic,0
82.8,27.02,54.22,1532,3,Evening,3,Steel,1
63.26,28.54,62.31,1334,6,Day,7,Plastic,1
71.44,24.57,35.57,1168,10,Night,8,Plastic,0
91.48,32.46,46.83,1525,4,Evening,1,Aluminum,1
75.68,32.52,55.98,1459,10,Day,7,Steel,1
76.26,28.42,39.8,1157,3,Day,10,Aluminum,0
98.06,33.57,51.76,1101,8,Night,7,Aluminum,1
61.01,20.71,44.66,1519,7,Day,5,Aluminum,1
82.96,26.47,56.9,1470,7,Evening,13,Aluminum,1
91.64,29.15,32.18,1250,5,Day,2,Plastic,1
71.75,24.14,33.95,1106,1,Night,4,Steel,0
83.6,21.26,47.8,1478,6,Day,1,Plastic,1
65.18,28.46,45.96,862,6,Evening,13,Aluminum,0
68.13,33.47,44.44,1075,3,Evening,13,Aluminum,0
78.85,36.41,50.76,1310,5,Day,5,Aluminum,0
82.99,27.26,35.69,1334,9,Night,13,Plastic,0
86.21,33.67,31.31,1535,7,Evening,2,Plastic,1
90.7,33.18,40,1512,8,Night,3,Steel,1
74.33,36.09,41.12,1186,9,Night,8,Steel,0
86.94,28.25,42.16,1594,6,Evening,9,Aluminum,1
71.58,21.01,57.69,1257,5,Day,4,Plastic,0
84.02,30.35,52.7,1207,10,Night,12,Plastic,0
77.07,24.93,50.33,1526,5,Day,6,Aluminum,1
79.46,26.38,47.22,1576,5,Night,11,Aluminum,1
79.24,28.49,40.66,1185,4,Evening,8,Aluminum,0
58.95,28.31,36.46,1189,2,Night,12,Aluminum,0
63.76,30.71,33.03,1028,7,Day,4,Plastic,0
76.03,33.52,38.05,1026,7,Day,0,Aluminum,1
58.13,28.16,44.57,1126,8,Night,1,Steel,1
83.31,31.98,33.45,1134,8,Night,2,Aluminum,0
83.72,30.07,46.7,1076,11,Night,2,Aluminum,0
78.27,34.68,43.06,1029,8,Evening,14,Aluminum,0
63.79,29.06,41.03,1526,9,Day,0,Steel,1
88.8,29.61,56.62,956,6,Night,8,Plastic,1
95.37,28.13,20.39,812,4,Day,13,Steel,1
76.47,29.19,41.16,1302,2,Day,8,Steel,0
80.11,26.08,21.48,996,5,Day,11,Plastic,0
77.02,25.59,47.39,1422,6,Day,3,Steel,1
80.3,33.88,52.62,1414,7,Night,8,Plastic,1
73.8,24.58,31.49,902,6,Day,3,Aluminum,0
74.65,28.4,32.77,969,4,Day,7,Plastic,0
84.06,35.08,28.02,908,4,Evening,2,Steel,0
98.46,28.24,45.64,1175,7,Night,8,Aluminum,1
61,34.14,41.59,925,1,Day,10,Steel,0
73.96,27.04,42.21,1546,3,Day,10,Aluminum,1
63.2,24.74,41.32,1184,10,Night,3,Steel,0
90.92,22.03,35.26,947,2,Night,14,Aluminum,1
69.12,36.56,56.32,1482,2,Day,12,Aluminum,1
60.57,24.32,47.72,800,7,Evening,7,Steel,0
81.38,33.74,33.15,1351,5,Evening,12,Steel,0
92.44,25,37.99,1548,3,Night,1,Aluminum,1
81.64,36.59,36.28,806,9,Night,6,Steel,0
77.05,41.03,59.06,962,9,Evening,1,Steel,1
79.09,21.57,52.11,1235,3,Evening,4,Aluminum,0
89.15,24.58,43.74,1233,2,Evening,8,Plastic,1
66.26,33.87,62.07,1124,3,Evening,4,Aluminum,1
73.88,32.57,59.52,956,9,Evening,13,Plastic,0
70.47,33.88,42.69,913,8,Night,3,Steel,0
63.32,27.13,40.89,911,3,Night,7,Plastic,0
71.72,39.94,41.38,1254,4,Night,4,Steel,0
86.08,30.59,35.47,1568,5,Night,8,Aluminum,1
80.67,23.92,62.34,872,4,Day,8,Aluminum,1
81.44,28.73,34.94,992,11,Evening,1,Aluminum,1
76.46,23.98,53.68,1274,2,Evening,9,Steel,0
80.23,37.95,51.91,1072,11,Night,8,Steel,0
66.99,26.7,41.95,1535,9,Evening,10,Steel,1
71.9,32.46,63.1,893,2,Day,7,Aluminum,1
76.92,27.65,29.41,1518,5,Day,13,Steel,1
77.78,26.92,44.2,1481,11,Day,9,Plastic,1
78.2,20.45,40.11,1467,9,Night,6,Aluminum,1
73.62,32.99,54.61,1555,8,Evening,5,Steel,1
71.23,36.5,48.54,1314,1,Day,3,Steel,0
106.58,25.42,27.73,1019,3,Day,10,Plastic,1
84.07,22.27,57.39,804,10,Evening,14,Aluminum,0
79.13,34.02,49.85,993,9,Evening,14,Plastic,0
72.67,21.77,34.65,853,3,Day,6,Steel,0
70.49,36.1,41.5,1008,11,Day,11,Steel,0
73.69,25.48,32,1387,4,Evening,14,Plastic,0
77.93,24.48,43.29,1529,3,Night,11,Aluminum,1
56.2,31.24,46.5,1296,7,Evening,5,Steel,0
59.31,24.81,41.65,1429,9,Night,7,Plastic,1
68.63,26.46,40.5,1254,4,Day,0,Aluminum,1
77.07,31.77,28.87,1591,9,Night,2,Steel,1
72.61,17.85,48.37,879,2,Night,7,Plastic,0
89.78,38.21,25.76,1498,2,Day,1,Plastic,1
60.18,30.22,45.31,807,9,Day,8,Aluminum,0
67.49,23.54,27.01,890,7,Night,12,Steel,0
90.2,24.91,45.51,1145,5,Evening,1,Aluminum,1
76.31,34.96,44.94,1150,5,Evening,12,Aluminum,0
83.85,33.01,49.03,1009,9,Day,8,Steel,0
95.51,36.93,53.62,1057,11,Day,11,Steel,1
68.06,26.59,55.48,840,4,Evening,6,Aluminum,0
74.01,31.48,28.9,1526,11,Evening,3,Aluminum,1
72.28,32.13,44.42,1495,1,Day,2,Steel,1
55.45,33.48,65.11,1103,6,Evening,7,Plastic,1
71.9,35.64,46.19,1040,3,Night,9,Plastic,0
83.81,26.41,36.69,1417,2,Day,14,Steel,1
80.41,29.43,44.2,1333,4,Night,12,Plastic,0
81.19,26.95,41.16,1044,9,Night,12,Plastic,0
71.24,29.74,33.24,1585,8,Night,10,Aluminum,1
68.44,33.49,53.69,1390,7,Night,13,Aluminum,0
87.69,21.73,50.84,1103,2,Evening,13,Aluminum,1
70.03,35.55,31.65,1334,1,Day,6,Plastic,0
77.94,24.3,44.07,910,7,Evening,9,Aluminum,0
76.63,28.46,39.34,929,10,Night,11,Plastic,0
89.62,36.22,28.98,1161,5,Night,13,Plastic,1
84.71,31.64,30.85,1059,11,Night,0,Aluminum,1
62.05,31.7,32.34,1465,8,Night,10,Steel,1
63.12,24.1,44.42,1330,5,Day,6,Plastic,0
80.79,24.78,40.42,1360,10,Day,0,Plastic,1
74.36,34.71,35.41,1385,5,Day,0,Steel,1
70.45,27.05,41.08,1013,8,Night,14,Aluminum,0
85.16,27.53,52.48,852,9,Night,10,Plastic,1
76.87,34.82,48.57,989,2,Day,4,Steel,0
75.52,24.75,55.02,1440,8,Day,9,Steel,1
82.8,31.35,42.72,1290,7,Day,4,Steel,0
71.25,30.21,61.03,943,8,Evening,11,Aluminum,1
90.69,29.99,48.48,1559,3,Night,1,Steel,1
67.12,27.41,40.11,979,4,Day,6,Aluminum,0
81.57,27.1,45.93,1318,7,Day,2,Steel,0
89.34,24.61,32.52,1517,5,Night,14,Plastic,1
61.23,32.41,41.94,867,7,Evening,10,Plastic,0
71.57,26.66,49.3,1454,6,Night,10,Steel,1
86.42,34.84,51.12,907,4,Day,0,Plastic,1
86.57,28.88,40.9,984,2,Day,6,Aluminum,1
73.29,24.71,72.34,1551,6,Evening,10,Steel,1
67.65,28.81,43.28,950,6,Evening,3,Plastic,0
84.56,27.95,28.22,1522,6,Night,3,Steel,1
86.84,35.05,57.13,1389,1,Day,2,Plastic,1
63.35,28.15,51.07,1274,6,Evening,6,Aluminum,0
62.96,28.62,47.32,1539,2,Day,1,Steel,1
77.25,37.06,40.35,1558,10,Evening,6,Plastic,1
81.29,32.54,48.93,901,5,Evening,11,Steel,0
72.01,38.31,61.19,1525,7,Day,9,Plastic,1
81.79,36.3,47.02,938,10,Day,7,Steel,0
67.9,25.56,30.3,1187,1,Night,1,Aluminum,1
53.85,34.95,10.47,1497,5,Night,7,Aluminum,1
70.76,37.63,48.85,1479,9,Night,6,Plastic,1
75.63,37.66,35.14,1288,3,Day,9,Aluminum,0
72.24,34.94,44,857,2,Evening,7,Aluminum,0
63.41,34.84,36.91,1430,10,Night,2,Aluminum,1
56.84,28.49,36.19,887,2,Day,5,Steel,0
69.86,25.81,37.35,921,3,Night,0,Steel,1
83.98,28.24,38.25,1043,1,Night,6,Plastic,0
87.56,21.68,52.76,866,2,Night,10,Aluminum,1
86.88,36.71,50.74,1093,6,Evening,3,Aluminum,1
66.84,28.58,32.92,929,8,Day,3,Plastic,0
63.46,36.46,34.28,839,4,Evening,11,Plastic,0
79.97,23.84,48.79,1011,2,Night,11,Steel,0
81.35,35.41,55.53,855,5,Night,13,Aluminum,0
79,27.53,55.37,1511,3,Evening,8,Aluminum,1
54.86,23.58,34.97,1090,5,Night,6,Aluminum,0
66.33,38.14,54.89,1418,3,Night,7,Steel,1
74.7,35.54,27.24,1506,11,Evening,5,Steel,1
79.87,31.06,42.97,1151,4,Day,1,Steel,1
82.67,30.17,49.87,921,5,Night,2,Aluminum,0
76.44,32.2,24.21,894,7,Night,3,Plastic,0
78.31,30.97,65.93,1227,2,Day,1,Steel,1
75.85,26.04,58.27,1598,6,Evening,10,Aluminum,1
81.86,27.94,51.47,1436,6,Evening,0,Steel,1
78.13,39.8,35.35,1248,6,Night,12,Plastic,0
75.66,43.36,44.32,1437,7,Night,8,Aluminum,1
72.32,37.81,52.9,1143,11,Evening,12,Steel,0
75.81,32.39,33.77,1347,3,Night,11,Aluminum,0
79.85,28.31,43.2,1528,5,Evening,9,Plastic,1
77.67,26.01,54.1,802,9,Evening,13,Plastic,0
78.81,26.34,30.05,829,9,Evening,1,Plastic,1
88.43,27.23,48.32,1054,7,Night,10,Plastic,1
77.65,40.76,27.45,844,9,Evening,4,Aluminum,0
68.51,39.03,35.56,976,3,Day,6,Steel,0
83.84,33.73,39.95,1021,7,Day,12,Plastic,0
61.34,25.2,50.14,1424,1,Evening,10,Aluminum,1
64.19,34.47,37.99,921,7,Day,1,Plastic,1
78.36,28.81,46.26,1074,3,Evening,5,Plastic,0
80.16,19.23,38.13,1543,3,Night,9,Aluminum,1
62.55,31.44,39.69,1111,7,Night,10,Aluminum,0
71.17,25.79,57.51,1217,8,Night,7,Aluminum,0
68.94,25.96,33.5,1560,4,Evening,13,Plastic,1
70.13,28.75,52.59,1128,1,Evening,13,Plastic,0
84.44,27.51,44.99,902,5,Day,12,Steel,0
